ID,Tweet,Label
1596,Superhit @BaahubaliMovie hue #Prabhas ki aur gaand maar li logo ne #Bollywood aur @iamsrk @BeingSalmanKhan @aamir_khan ki free me.,NO
13188,bush's approval rating of other americans also at all-time low,YES
12597,depressed monkey throwing shit at himself,YES
2967,"Dubai: #ICC ODI Ranking Jari, Junobi Africa Pehlay, Australia Dosray, #Bharat Teesray Aur #Pakistan Chattay Number Per Aa Gaya. #Cricket",NO
9338,liberal activists encourage citizens to call their late-night hosts and urge them to oppose tax plan,YES
12194,teamwork mostly karen,YES
2596,"WICKET - AM Kiran c Anirudha Joshi b Sarfaraz Ashraf 3(6) Bijapur Bulls 80/5 (14.1), Bijapur Bulls need 82 in 35 balls  #NSvBIJ #Cricket",NO
9428,"first grandma, treasury secretary geithner up all night talking, laughing",YES
9890,dorito-factory employee can't get cool-ranch smell out of clothes,YES
13060,caged saddam to be highlight of inaugural ball,YES
1311,Mera bhi achha nahi tha par baad mein Kabbadi aur Cricket.,NO
7765,biden searching white house one last time for missing pet snake,YES
13929,"""Arre, tumhari creative soch se sab distant dreams feel near.""",YES
5310,trump regrets choosing kavanaugh after supreme court nominee keeps talking about how much he respects women,YES
3438,"Triple talaq fir bhi nhi the, aur  bap ko Marne wala bete ko kya jannat nasib hui?",NO
3815,Kismat kab palti maare Bollywood me koi nahi jaanta..isiliye kisi ko chota nahi samjhana chahiye...,NO
7094,logo of smiling cartoon tooth holding brush inspires nothing but confidence in local oral surgeon,YES
8706,dozens wounded as man defends box of wheat thins from invading coworker horde,YES
11242,water pistol fired using sideways gangsta grip,YES
13434,double amputee proves he is capable of anything,YES
5248,Jab Thak Hai Jaan. #Irony,NO
435,"Aik hoty kanjar  Phr atay hain chutiye  Phr atay hain benchod  Phr hotay hain harami  AUR PHR HOTY HAIN ""PAKISTAN CRICKET TEAM"" K FAN",NO
10642,nation celebrates awkward 'take your illegitimate daughter to work' day,YES
4447,"Akhilesh pratap singh ko dho dala...#@sardanarohit,#TripleTalaq",NO
9605,"crazed, froth-mouthed mother demands grandchildren now",YES
12914,monster undeterred by night-light,YES
8405,"rex, rob ryan finally get bunk beds they always wanted",YES
3389,......jaroorat hee nahi padi.......32 vaisae hee......maarae gayae...vaisae aap nae galat field chun liya.....aap politics mae try kijiyae .,NO
730,le chalo sabko Kedaarnath..kam se kam Prabhu ke darshan to honge...arey kab samjhogey Politics kisi ki nahi.,NO
5417,report: 55% of nation's granite now engraved with names of victims,YES
7589,wamu files for chaplev,YES
12453,sperm can't remember why it came into womb,YES
11511,bobby jindal lies to parents about winning gop nomination,YES
4151,Pahle Hamare bade kehte the beta #Hollywood movie mat dekho gandi hoti hai. Aaj bade kehte hain beta #Bollywood mat dekho. Hlywod hi dekho.,NO
11825,mike pence struggling to reckon with vision of prophet muhammad revealing that vp destined to become next president,YES
13538,lululemon executives furious after focus group leaves product testing with self-esteem intact,YES
6918,michael jordan displeased with this week's burnt offerings,YES
3878,India m log jab triple talaq jese muddo s bahar niklenge tabhi to band hoga,NO
6308,tae kwon do instructor gets little thrill out of pairing off completely mismatched 8-year-olds,YES
12353,kasich privately worried he'll never have charisma necessary to incite supporters to violent frenzy,YES
3833,Mantri ji hume bahut garv hai aap pe. Per aapko bhi pata hai casties kitna andar tak hai politics me. Samaj me to bahut kam ho gaya hai.,NO
10327,32-year-old still not entirely sure where body stands with lactose,YES
9454,mom wants to know if you'll be free if she visits YES4 months from now,YES
8665,man wishes live nation would email him whenever any band playing anywhere,YES
868,Breaking News: Thaaeedhu Fenijje!!  #Maldives (12 Aug 2017) #siyaasee_yoala #politics #democracy #political_intimidationpic.twitter.com/xMv8C9TuwZ,NO
6718,ratings low for npr morning zoo crew,YES
2016,Budapaa mai shadi karta  ab kya chaiye .....sunny Leone....politics ke shakti  kapoor,NO
11627,room scanned for something to sell on ebay,YES
8609,lebron james guarantees cleveland will win numerous regular season games,YES
11905,study: majority of new marine life species now discovered while cleaning oil spills,YES
4823,Jo aaj Tak bana nahi Hai .....Politics pe reporting karo bas baaki KE liye Entertainment channel Hai,NO
1438,Yaha mera bihar duba hai...aur bhai tujhe politics aa rahi hai.. pic.twitter.com/Ctnc2NKfMs,NO
5560,anonymous source: 'i'm a cowardly snitch',YES
5713,shitty human being blames decreased daylight this time,YES
11081,u.s. soldiers to be equipped with powerful mandibles,YES
8627,microbrewer trying to work dog into name of new seasonal beer,YES
6672,it unclear which half of couple settling,YES
2199,"isse kahete hai gandi politics, sirf jumle hai saheb k..jo acha kaam kar raha hai usse kaam na karne do.. aur apne choro k liye sab milenga",NO
12468,astronomers discover extremely graphic galaxy,YES
10115,allowance to teach child importance of parental dependence,YES
4021,Cricket News: Team Acha Khelti Hai To Khushi Hoti Hai. Nojawanon Ko Khilane Ki Soch Hai. Larke Bhi Ache Hain. Inzamam Ul Haq,NO
6460,target 'dorm room essentials' aisle being browsed exclusively by 3NO-year-old men with studio apartments,YES
3927,Boys Ki SALARY&Girl Ka PERIODS 30din Me 1bar Aati He 5-6 Din Me Khatam Ho Jati He Late Aye To Tnsn Na Aaye To Samjho Watt Lag Gayi #sarcasm,YES
6721,loft discussed at loft party,YES
8929,"as election draws near, area man moves to all-obama t-shirt rotation",YES
11089,nursing-home resident receives $5.25 worth of care per hour,YES
7262,kirstjen nielsen urges migrant parents leave the weak ones behind,YES
588,Are Maine kaha na isko na politics ka Gyan hai na religion ka kuch bhi bol do or Argument kaark apni baat sahi Sabit kaark khush ho jao,NO
9663,correct theory discarded in favor of more exciting theory,YES
8856,breaking: waiter picking up napkin with bare hand,YES
12747,unemployed bob barker spends morning watching 'price is right',YES
13793,"""Kya baat hai, tumhari creative insight se sab out-of-sync rhythms perfect ho gaye.""",YES
12189,jeff sessions argues family separations only happening because current law doesn't allow him to strangle immigrants with bare hands,YES
11316,6-day visit to rural african village completely changes woman's facebook profile picture,YES
2902,#TripleTalaq ke bareme kuchh bolo sirji,NO
5514,inconsolable sarah palin opens up about sacha baron cohen betrayal to cardboard cutout of whoopi goldberg,YES
12562,"woman deriving some sort of sick pleasure from healthy new diet, lifestyle",YES
8332,climate scientists confirm there's still time to blow up the earth,YES
11303,tom snyder returns to the sea,YES
3405,Jo krtay hain woh boltay nahi aur jo boltay hain woh krtay nahi #Irony,YES
6618,political cartoonist not sure how to convey that large sack in senator's hand is full of money,YES
1993,#TripleTalaq wah galti husband kare aur saza bhugte aurat. Uski marzi koi jan na hi nah8 chahta. Saza pati ko milni chahiye.,NO
4785,#JHMS ko sambhal.. tukde tukde ho gaye hai. Dusro ki filmo pe ungli karke kuch nahi milega. Bollywood tumhare baap ka nahi hai,NO
4951,Triple talaq b to ban h bhut jagah.. To wo baat q bhul jate ho?,NO
9662,hamburger creeped out by eerie soy facsimile of itself on grill,YES
8327,wall wishes it were load-bearing,YES
12508,report: more americans turning to louder sources for their news,YES
2608,Chal ad bana ke dekha #realbanao #advertising #Millennials #BiggBossTamil #videomarketing #selfie4fandom #Bollywood pic.twitter.com/QW1cu7jnVX,NO
8921,"peeps unveils new boneless, skinless marshmallow breasts",YES
5295,man in international airport only speaks business,YES
9725,smooth operator also forklift operator,YES
3311,Chalo ab #TripleTalaq khatam  Modi bhakt ab apni bahen ki shadi Muslim ladke se sukun se karwa sakte h #OneIndiaOneLaw,NO
991,Hamare desh me har system ulta banaya hai cricket me nahi dekhti jeetne se harne me jyada maja hai.,NO
5340,marine corps shortens slogan to 'the few',YES
12085,u.s. adds 4 million jobs but in st. louis,YES
13077,"ivanka, donald jr., eric trump removed from white house after mother wins 25-year custody battle",YES
12619,u.s. soothes upset netanyahu with shipment of ballistic missiles,YES
7020,YESNO-year-old yelling at mom to watch cannonball while she's trying to scope out younger men at pool,YES
9371,"look, just tell us who to kill,' snaps u.s. general as trump enters 2NOth minute of rambling answer on syria",YES
7839,family dinner successfully covers topics of movies and tv,YES
13867,"""Haan, tumhari sarcasm se sab monotonous dialogues spark into lively debates.""",YES
11327,concert security drastically overestimating fans' desire to get close to cheap trick,YES
9420,woman in kickboxing class can tell she's going to whine about how sore she is in the morning,YES
5323,hero soldier receives presidential thumbs-up award,YES
9849,controversial new ham sandwich under fire,YES
7065,white couple admires fall colors,YES
6399,girlfriend loves spending 'alone time' with you,YES
7570,friend gearing up to hate the hulk,YES
3383,So sad #NarendraModi g kaha ho beheno ki hifazat ka new rasta banao Hindu samaz me #TripleTalaq lago karo jai hind,NO
8930,colorful multicultural mural celebrates diverse lack of talent,YES
6224,seaworld to discontinue great white shark ride,YES
1314,"Khwabon Ko sach karne ke liye ,Titli ne saare rang bech diye  #talksassy #poetry #Bollywood",NO
12394,woman could listen to british guy scream for help all day,YES
11595,arby's regional manager's work done here,YES
10715,report: 98% of german sexual intercourse uploaded to pornhub,YES
10226,man who skipped airport's moving walkway immediately realizes what an arrogant fool he's been,YES
2912,@akshay_bhaii Jab padhne ja raha hai to gn kyu bol raha hai? #irony,YES
7167,parent trap' producers recall euthanizing lindsay lohan clone after completing filming,YES
7057,karate studio hoping to get local phone number that spells out word 'kick' or 'chop',YES
13360,taylor swift inspires teen to come out as straight woman needing to be at center of gay rights narrative,YES
11988,new urban visor blocks out the poor,YES
3232,Bahan k sath-sath biwi ko v nhi mante...Parinam hai #TripleTalaq.,NO
1831,"@RajkumarHirani agar Gand me dum ho to,triple talaq,halala, multiple marriage,Jo mulle Jo apni bahano se shadi karte hai uspe movie banao...",NO
3100,Virat to Shikhar YAAR AB KI BAAR  CRICKET MEIN MERI HI SARKAAR HAI #CaptionTheMoment #IndvsSL #MicromaxCup,NO
5327,man filled with gratitude at sight of other customer in nice restaurant wearing jeans,YES
4895,#Bollywood Prasoon Huye,NO
13785,"""Bhai, tumhari logic se sab vague hints clear ho gaye.""",YES
772,#OneIndiaOneLaw Bolne wale phle One Allah ki Puja krni hogi aisa low lane k liye yaha to khichdi paki hy fake dharms ki #TripleTalaq,NO
1998,"land line rings,  aunty ""hello bayta ghar per ho?' me 'nahi aunty, phone bech ne bazar gayi thi' #sarcasm",YES
10535,area woman has no idea she will hate jennifer lawrence 7 years from now,YES
226,tum Chutiyo khangressio ko ye nehi lagta ki China hat gya kyu ki uski maa behn sab ek ho gye hai!!! yah abhi politics kerne aa gye suwar,NO
7899,4 out of 5 texas dentists advocate the death penalty,YES
11590,man who willingly rented 'wrath of the titans' feels his intelligence has been insulted,YES
3135,Chaba k rakh diya poori TL ko cricket se tv kis liye he bhae,NO
2214,Kya aapki mund budhi ko itna samachh nahi aa raha ki SC mein govt ko bhi apna stand batana tha aur govt ne triple talaq ke khilaf stand liya,NO
577,Gazab...Aaj Sardesai Triple Talaq ke against bhi bolega fir shayad? pic.twitter.com/LXyq2QIWKD,NO
9003,"abortion doctor's murder sparks waves of calm, rational discussion",YES
13728,"""Kya baat hai, tumhara plan sab outdated concepts ko revolutionize kar diya.""",YES
10929,zsa zsa or eva gabor dead,YES
7194,nation letting itself have few moments of celebration before returning to horrifying reality of violent extremism,YES
7324,mark zuckerberg promises that misuse of facebook user data will happen again and again,YES
7557,unambitious terrorists overturn trash can,YES
10072,mexicans sweeping the nation,YES
3020,60 saal tak kachra karne waalo ko 5 saal me desh saaf chahiye  #Irony #DemonetisationSuccess,YES
1507,Bollywood ke chaatu kaisa behan ka dinna hai be tu ? Koi screen pe ake Hag bhi deta h to tu waah waah jhuthi tareef karta h Dumchalla sala,NO
7853,target pulls all sponsorship from publicly ignored syrian conflict,YES
7397,bunch of hick nobodies sue for toxic-waste exposure,YES
4246,"Bhai,politics toh shareef admi ka kaam hai..aur mujh mein itni sharafat nahin hai",NO
2052,"Play #Dream11 @imKcCricket #Pak 11 by #KcFantasyNews FZaman, Shehzad, BAzam, Malik, SAhmed, IWasim, Nawaz, Shadab, HasanAli, Sohail, Raees.",NO
13611,"""Wah, tumhari insights ne sab pessimism ko optimism mein convert kar diya.""",YES
5516,"study finds only YES in 3 lasik surgeries end in laser boring through eye, incinerating brain, shooting through skull on other side",YES
6607,mcdonald's fights world hunger with new triple-decker burger,YES
4403,to apni biwi ko #TripleTalaq de kar dekh le pata chal jayega bound hai ki nahi,NO
6803,industrial light & magic creates believable storyline,YES
3133,Dalit ARAKSHAN Muslim tushtikaran se desh barbaad ho raha hai aur aap apna politics khel rahe . Desh ka rashtrapati dalit.naukri mein dalit,NO
221,@kanhaiyajnusu kanhaiya kumar #TripleTalaq @narendramodi ji ne khatam kara diya ab jaldi mudda dhundo kis baat par virodh karna hai.,NO
5893,amount of halloween candy collected down YES5 percent,YES
5272,brutalist beaver constructs paul rudolph-inspired dam,YES
6865,husband buys wife tickets to see singer she wants to fuck,YES
13442,3NONO million without electricity in india after restoration of power grid,YES
5685,confusing insult awkwardly clarified,YES
13916,"""Wah, tumhari baat se sab mundane chores become fun games.""",YES
6451,study: universe actually shrunk by about YES9 inches last year,YES
768,"haan, aap apne bete ko ek cricket bat deke Sachin bana denge. Kaam khatam  @sharathgow",NO
4270,Sifaarish.. Aur kya sir.. Cricket dekhne jaati hain.. Uska award,NO
13043,"they might be giants behind the music episode lacks sex, drugs",YES
8377,cat who seems a little grumpy today dying of esophageal cancer,YES
107,Ab kaun aajkal aise twitter mein bhi darshan dete hain?! @Nirmalbabaji ki tarah! Hum dhanya hue!,YES
3959,Waise bhi aapko in sab se kya matlab... Muslim Tustikaran ke politics karne wale hi aachhe lagenge.. Bahle wo deshderohi ya bharstachari ho.,NO
11924,woman who drinks 6 cups of coffee per day trying to cut down on blue light at bedtime,YES
2884,"""Dekhiye main coach isliyenahi ban paayakyonki jo bhi coach chunrahe the unsemera koi setting nahintha.""- Virender Sehwag #Cricket",NO
422,#beefban ye jo beefban pe bol rhe hai triple talaq pe inki amma mar rhi hai bolne me. #doglimentality,NO
1066,Jo kabhi ram setu ko na maante the.. Aaj unhi ka Sahara le rahe hai court me #TripleTalaq #shameonyou,NO
3352,Tumhare parivaar se jyada Ameer to koi nahi hoga politics me.,NO
570,Thodi der baad ye sale ye b bolenge gst k zariye triple talaq khatm krne wali hai ye sarkar....... Sala camedy k ustaad..,NO
9988,third-grade slumber party a snakepit of machiavellian alliances,YES
1389,Dear #NarendraModi  Woh #TripleTalaq ka matter to clear ho gaya. Ab hum Hindu bhaiyon ka saat janam ka issue bhi dekh lijiye pls. #ThankYoupic.twitter.com/UNeMixM7kh,NO
11494,home homosexuality test now available,YES
6759,warden scrambling to find ways to punish striking inmates worse than their typical living conditions,YES
12260,"couple should get dinner with other couple, couple reports",YES
389,Jaise Pakistan ki politics ka sbse main hissa Kashmir issue hai vaise hi inhone Pakistan ka naam Lena shuru kr diya hai,NO
2530,abhi Triple Talaq pe ban hua hai abb naqab be ban hoga,NO
12387,political scientists trace american democracy's severe polarization to fucking idiots on other side of aisle,YES
99,"Ye bhai bhi bada ajib he, Khud hi poster lagata he, Khud hi use farzi batata he Ye he politics. Politics ke liye koi itna niche gir sakta h",NO
3101,"sidha sidha bol na, ki triple talaq ban hogaya to jal rhi hai....",NO
12224,burglar makes sure to crack glass on family portrait,YES
3766,Karachi ki govt loot maar ke khilaf kiya ker rahi hai. cricket khel rahi hai,NO
2804,#Irony => @akhtar978 Log toot jaate hain ek ghar banaaney mein ! tum taras nahi khaatey bastiyaan jalaaney mein !!,YES
6742,burden of parental expectation available in youth sizes,YES
8022,elon musk offering $YES.2 billion in grants to any project that promises to make him feel complete,YES
10292,chili's introduces savory new 2NONO-times-baked potatoes,YES
7836,shitty museum doesn't even have a mona lisa,YES
8880,new study finds humans shouldn't spend more than 5 consecutive hours together,YES
1008,@Rosemont10    Yeh  Triple Talaq  kya hota hai ?,NO
256,#LIVETweet #Bollywood #DDLJ #SRKFilmFest @iamsrk @KajolAtUN @DDLJ @YRF  Bade Bade Deshon Mein Aisi Choti Choti Baatein Hoti Rehti Hain pic.twitter.com/basFXSAKlM,NO
4453,Sonia ki family se bahar aake bolna takat hai? kal ka launda aaj politics ki bare main baat Kartha hai ...,NO
11628,airline part of something called 'star alliance',YES
11712,cheney offspring bursts from bush's chest,YES
12956,white supremacist tired after long day of interviews with mainstream news outlets,YES
2998,Is pure desh ki diware bhari padi he ...mardana kamzori ke aid se...or log aurto ko kamzor kahte he...#irony #womenempowerment,YES
5266,report: bridge probably has whole mess of bats under there,YES
12279,i'd like the crispy chicken sandwich' first truthful thing man has said in weeks,YES
10876,3-year-old terrified by sizzling fajita platter,YES
10714,madeline albright sworn in as secretary,YES
11448,ass' finally inducted into video game hall of fame,YES
990,Ab Bhai Sahab yahi to politics hai ....,NO
13757,"""Haan, tumhari creative soch se sab empty talk meaningful ho gayi.""",YES
8316,newly unemployed woman enjoys equal pay for first time in career,YES
6663,"i just want a substantive, issues-oriented democratic debate,' lie thousands of americans hungry for unhinged trainwreck",YES
7169,man knows unsettling amount about nationwide age-of-consent laws,YES
9141,drunk man dangerously close to figuring out you're fucking with him,YES
5668,another pufferfish dies bitter and friendless,YES
1009,Phir Seeti Bajey Ge.Stage Sajay Ga.Or Taali Bajay Ge Ab Khel Jamey Ga. #CricketKiHalaLala,NO
7770,diplomatic pete buttigieg quickly changes subject from politics at town hall to avoid arguments,YES
562,Politics ki baat kaun kar RHA hai dekho to jara wo Jo ye dekh kar har kaam karte hai ki kahi Islam ko kuch ho na jaye bhale sab Bhad me jaye,NO
85,Very sad. Aaj ki politics ladne ke liye purvajon ko badnam mat karo.,NO
10083,guy washing hands for full 5 seconds like he's going into surgery,YES
7666,judge declares aerobics instructor too fit to stand trial,YES
10864,office exiles menstruating hr manager,YES
13624,"""Oh, tumhari creative ideas se sab boring topics bhi spicy ban gaye.""",YES
3005,"#Bollywood_Bitch_Kangana, #oukad hain tumhari ? #Directors & #Producers ka #paltu_billi ho tum ... #Mental_Patient_Kangana !! pic.twitter.com/ZGWXEJj5X6",NO
13612,"""Haan haan, tumhari creative soch se sab routine tasks bhi fun ban gaye.""",YES
6155,breaking: can anyone ever truly know anything? what is the truth?,YES
6715,screwball jim nabors goofs up again by marrying man,YES
10179,YESNO-pound fetus about to fucking wreck small mom,YES
7480,mild-mannered reporter suddenly transforms into incredible unemployed man,YES
448,"Shadi ke baad ki story toh bollywood walay bhi nahi dikhate, bechare banday per itna tashadud jo horha hota hai",NO
3824,Sitaram Panchal Dukho se door sukh ki aur chal diye... Kalakaar kabhi mara nahi karte. #actor #bollywood,NO
618,Paise ke liye @KapilSibal aur Vote Bank ke liye @INCIndia Apne maa ka bhi #TripleTalaq accept kar lenge,NO
8119,nation's tracy chapman fan 'can't wait' for lilith fair,YES
10264,stephen king stuck at book signing for hours writing personalized novels for line of fans,YES
802,Yup imran nazir kamal ka.hitter tha.....Mai.nay waisay hitter nahi dekha kabhi.......tabiyat kharab ho gai thi is liay cricket Chor di,NO
11192,foot-long hoagie used as ruler,YES
11674,walgreens to begin keeping most valuable employees behind glass,YES
1799,Vande Matram Tere Jaise Desh Drohi Ke Muh Se Achha Nahi Lagta... Kitna Politics Khelega Tu Masoom Bachho Ke Naam Pe? Tu Kayar Hi He...,NO
8684,YESNO million fans killed off in sopranos season premiere,YES
11813,"obama: 'hillary will fight to protect my legacy, even the truly detestable parts'",YES
13251,democratic congressman protests trump's environmental policies by bringing endangered red wolf to state of the union as guest,YES
10664,justice stevens renews vows to supreme court in emotional reconfirmation hearing,YES
10403,james holmes shows up to court wearing glasses with eyeballs dangling out on springs,YES
12474,dog feels like he always has to be 'on' around family,YES
2009,ek aam insan ko ye politics kaise deshdrohi bana deti hai,NO
6486,texas governor legalizes previously banned wrestling move,YES
3853,"@ShahnawazBJP sir ...is desh ke politician id desh ke logon ko ""DHARYA""ke alawa de v kya sakte hai...ap dharya do log mrte rahe #Politics",NO
6662,sheets changed after every breakup,YES
13143,hungover man horrified to learn he made dozens of plans last night,YES
6067,"busy mel kiper, jr. still finds time to throw around the old spreadsheet with his daughter",YES
6316,south carolina refuses to remove confederate flag from capitol trailer,YES
11620,seed of world war iii planted in beijing middle-school gym class,YES
11826,san francisco photographer shits out another bridge photo,YES
6766,tour becoming one-on-one between guide and man who knew name of mckinley's assassin,YES
5308,christian weightlifter bends iron bar to show power of god's love,YES
9237,veteran brita filter's tour of duty extended another 3 months,YES
5032,@bubblegumburst Kuch accha bhi Smell kar liya karo #sarcasm,NO
10522,north american children begin summer migration to dad's,YES
5569,chuck grassley scratches 'christine blasey's a slut' into senate bathroom stall,YES
8089,manager of combination taco bell/kfc secretly considers it mostly a taco bell,YES
2961,"isiliye tumhari aukaat 2 kodi ki hai , laash jaise words use karke apni politics nhi chamka paoge BABU",NO
5612,new study finds average american stands no chance against what's coming,YES
2903,Judges ke remarks dekh ke aisa lag raha hai ke judges ab chaska lene lagi hai #irony Its becoming a joke. #PanamaCase #DisqualifyIqamaSharif,YES
6783,himalayan goat dies following failed everest climb,YES
8975,norah jones releases debut album for third time,YES
8827,small town honors once-ostracized artist,YES
4885,kuch bollywood actress bahno aur netawon ke bare me bhi socho muslim se jyada hindu dharm me talak hota hai,NO
9133,christian couple staying together for sake of god,YES
8414,emmanuel macron not sure how to tell billionaires notre dame repair only costs $2NONO,YES
12349,nasa acquires moon for kennedy space center exhibit,YES
4764,Adhe log SRK ki Success se Jalte Jalte Rakh ho gaye hai....baaki ho jaayege....  SRK '90 se raaj jo kar rahe Bollywood me......,NO
11894,cnn's john king now just swiping hands across everything,YES
428,"Janab @sureshpprabhu good morning! Sarkar ho, kaam kar ke dikhao. Sapne to Bollywood bhi dikhata hai, woh bhi bade parde par. Kya samjhe? ;)",NO
4058,Sach mai ..Tv bhi nahi dekh pp rahi.. Congressi aise politics kar rahe hai,NO
3214,Kuch tu sharam karo aur apni ghandi politics ko apne ghar tak rakho Aaj k AZeem Din per b apni dokandari chamka rahe ho,NO
3327,Yeh samsya ke liye bhi logon ne vishwas jataya tha. Triple Talaq kisi pidita ka dard pehle sun lo. Kuch bhi afwah failate ho.,NO
1274,International cricket kuch zyada hi bhari parh gayi hai Lahore par,NO
6842,nation celebrates full week without deadly mass shooting,YES
8152,trump: 'america hasn't been stronger or more united since i first opened my eyes and created the universe',YES
7147,postal service unveils new line of stamps honoring americans who still use postal service,YES
6234,senate committee links child poverty to lack of child jobs,YES
10839,use of organic peanut butter adds two minutes to local man's life,YES
7546,7-eleven shareholders approve sale of busch light six-pack,YES
5062,Kuch yun aazaad karde apne bandhano se mujhe.. Ke tera ghulam ho jaaun :-) #irony,NO
7569,focus group reveals: 95 percent of americans would like to go home,YES
2516,#TripleTalaq sabhi sambhidhan ki najar me saman to musalman alag kaise?aazadi ke samay in logon ne Pakistan bana liya.kanoon ko mano.,NO
13817,"""Haan, tumhari logic se sab scattered ideas converge perfectly.""",YES
5,#RememberingRajiv aaj agar musalman auraten triple talaq ki wajah se itni jaleel ho rahi hai to iss ka sabse bada reason Rajib gandhi hai.,NO
3827,"Swachh (sweep), Bharat.  In Sri Lanka. #Cricket",NO
4153,"Paji yeh bollywood hai, 2 min mei koi bhi bik sakta hai Kuch ko Chhod k. Sab dawood ki Leela hai.",NO
8214,rosa parks not really honored by new bus depot,YES
11916,coast guard drags decoy boca raton into middle of ocean in attempt to lure away hurricane irma,YES
10677,mrs. butterworth's bottle central to terrifying lsd experience,YES
14051,"""Wah, tumhari baat se sab scattered rhythms compose a perfect beat.""",YES
10322,nate silver projects super tuesday results using microscopic electorate grown in petri dish,YES
13949,"""Arre, tumhari creative soch se sab random doodles form a masterpiece.""",YES
2188,Bhookh se jayada ...cricket par hoti hai....,NO
9809,sun dreading rising today,YES
8275,isis adds few violent white supremacists in bid to get u.s. to rescind terrorist designation,YES
8774,nation ready for its din din,YES
12936,"area man, woman each have thorough list of why they should break up on standby",YES
2010,Issi chitiya ka Karan Rahul paida ho gaya. Politics ka dhichak Puja,NO
954,Ab triple talaq ki baat khatam bhi kijiye mam  issues our bhi haiN Zamane m,NO
11070,poll finds 23% of americans would vote for jeb bush if candidate standing right next to them in voting booth,YES
9872,"university of illinois researchers find link between attending university of illinois, receiving solid education at great price",YES
12108,magical girlfriend transmutes guilt into precious stones,YES
9604,boss wants to know if you can work late this year,YES
3114,Hangin out with my #Bollywood posse! The talented Arko Pravo Mukherjee and Sujit Tiwari!   #Indian #Pakistani #MonaShaikh #Standup #Comedy,NO
3288,"Ye or looo Ye kahne ke himat inme President rahte nahi huee, lagta Hai politics see Dil nahi bhara abhi inka",NO
12096,"mike pence criticizes venezuela's use of torture, starvation on non-homosexual citizens",YES
9015,panicking romney attempts to lay off debate moderator,YES
863,Abe saale @BeingSalmanKhan teri himmat nahi hai #TripleTalaq aur #Halala ke against bolne ki aur gyaan pel raha hai,NO
5281,"active shooter at large,' reports endless background hum of modern american life",YES
7661,frances bean cobain enters prehab,YES
11938,report: greatest factor in employee retention boss sending out end-of-year note titled 'thanks team',YES
194,"""Sanchita Banerjee  #SanchitaBanerjee #Bhojpuri #Beautiful #Beauty #Bollywood #India #Star #Girl""#Bhojpuri_Magicpic.twitter.com/ymWPZqaWeR",NO
10396,area man maps out drinking strategy,YES
2678,"Muslim Behenon kon Justice milne par khush ho rahe the Bhakts,Hindu behen ko Justice mila toh AAG laga diye. #tripleTalaq #haryanaBurning",NO
2989,Saal ke baaki din logon ko hum chutiya banate hai ek 1st april ko hi koi hum par believe nahi karta . #Irony,YES
6967,cereal commercial completely neglects showing numerous life problems character faces beyond breakfast,YES
13112,shotgun blast to abdomen just pisses wilford brimley off more,YES
3821,"Mamta ki mamta khatam ho chuki hai vote bank ke chakkar mai.wo bhool gyi hai ki politics ka tarika badal chuka hai,people are more aware now",NO
5759,"charles krauthammer has ashes spread over prosperous, liberated iraq",YES
836,Cricket is not cricket without @SAfridiOfficial  bohat se player aae aur chale gae lekin LALA jaisa koi bhi nahi aya aur na aae ga..,NO
12775,putin starts off morning by sitting down to write the day's news,YES
8503,coach filmed before live studio audience,YES
12343,tourist realizes it's all just a lie set in place for him,YES
12504,government report on illiteracy copied straight from encyclopedia,YES
394,@imVkohli Gilli Danda Galiyon me khelo. Cricket tumhare bas ki nahee.,NO
13096,female director asked if she feels comfortable filming scene while nude,YES
3875,@BCCIOfficials bahut dukh ke sath khna pad rha h ki cricket me bhi rajniti hoti kyu yuvi raina ko nhi select krne ka karn h rajinti,NO
4689,@SharjeelLeo14 ab ja k Allah ko yaad karo chordo cricket ko e aur kam karo bhai apko @im_SalmanButt aur @iamamirofficial samjha gaya,NO
2277,"Prabhas ka FAN pagal ho beya Bollywood ke Baadshah, king khan ke sath bhikhari ko compare kar raha hain",NO
13788,"""Kya baat hai, tumhara plan sab misdirected thoughts ko laser focus de deta hai.""",YES
10803,unclear what coworker with banana on desk all day waiting for,YES
13372,trump campaign ponders going negative,YES
7904,report: most couples met on set of 'daredevil',YES
9476,city of baltimore targeting young professionals with new 'you get used to it' campaign,YES
4491,Sajan re jhooth mat bolo; khuda ke paas jaana hai. | #Irony,YES
455,@sidharthnsingh to kyu mare bache.yeh bhi batao.galti sweekar kar ke aage acha kaam karo.politics mat karo.suaro sudhar jao,NO
1435,"Teri maa ki chut bahan ke lode, madarchodo ko politics chahiye har jagah bahan ke lodo ko",NO
5919,scavenger-hunt party 'not leaving without twine',YES
5915,theodore roosevelt was a gay man,YES
343,Sir Ye Ab Cricket Choor de to Acha Hai Slow Khelta Hai Acha Opener Mil Jayega Aik Din Nahin To Ap Khelo,NO
1918,Chot Bhai triple talaq q ignore kr rha ye konsi chot Bhai phle patthar mar toh TB chot aayegi ..hastag #triple talaq,NO
3981,Ye #bollywood asli rang h inko kuchh nhi fark parta sirf inki movie dekh lo,NO
5964,media urged not to release names of any more presidential candidates in effort to prevent copycats,YES
8893,sen. dick lugar placed on congressional disabled list with strained hamstring,YES
9637,supernatural powers vested in local pastor,YES
2839,pehle modi Mitra kehke lete the... ab to seedha triple talaq bol diya hai,NO
